dv1,dv2,of1,of2,nlc
8.0292733330,6.5656154540,261.6284053300,464.1644654870,443.2579621880
8.0292733330,9.2143778267,308.2929578910,510.8290180480,622.0812606020
8.0292733330,13.3325425970,392.5874609150,595.1235210720,900.1068831580
8.0330091752,12.1924064272,368.4728132360,571.1973882810,823.9001372440
8.0512236329,18.2976980965,505.6379877370,709.2829412890,1242.0779596600
8.0616624831,12.0665642023,367.5325469130,571.7059163610,821.2236902840
8.0616624831,17.9322622521,497.9444956930,702.1178651410,1220.4301352800
8.0616624831,18.4129045803,509.0715766540,713.2449461020,1253.1415898300
8.0700878231,16.5600191600,467.0450918900,671.6454524180,1129.3952968300
8.0751534868,2.2311948809,212.5332773450,417.3905773110,152.3588529990
8.0754663600,2.8354199337,217.1348287880,422.0080035210,193.6338278400
8.0754663600,9.0660535121,308.0177737090,512.8909484420,619.1303884400
8.0754663600,15.1687661350,435.9659869740,640.8391617070,1035.8910916200
8.0839452278,8.1846876481,292.1578922050,497.4615075900,560.1153216490
8.0842865529,2.7539562726,216.9073880160,422.2283406670,188.4816418170
8.0961778751,3.2883768637,222.2630103190,428.1884277520,225.7201261120
8.0961778751,4.3189873380,233.3944191190,439.3198365520,296.4630901560
8.0961778751,18.2939218815,508.8349813330,714.7603987660,1255.7278333100
8.0961778751,19.7098124212,541.9630805190,747.8884979520,1352.9171167900
8.1001362755,3.2099137098,221.7216757090,427.8485053450,220.5497788000
8.1001362755,5.4118766009,247.9001068250,454.0269364610,371.8443220410
8.1001362755,8.6393110029,301.3654643010,507.4922939370,593.5979290870
8.1134674829,5.4471627741,249.0909304560,455.8968056530,375.5017549490
8.1134674829,6.0222420218,257.5492041030,464.3550793000,415.1450106530
8.1134674829,9.6331221935,321.0278681240,527.8337433210,664.0620886990
8.1134674829,13.4976722642,401.4170306720,608.2229058690,930.4659752420
8.1134674829,14.2570901542,418.1263642330,624.9322394310,982.8166690360
8.1203456354,12.6723700541,383.9602525180,591.1169136850,875.0552898300
8.1288900404,13.2934429186,397.9243578180,605.5171978680,919.8745231690
8.1302347398,5.3259680818,248.2516945480,455.9132212340,368.6662209800
8.1302347398,7.5339175051,283.1126835880,490.7742102750,521.5016036780
8.1302347398,13.6936764297,406.7640460710,614.4255727580,947.8832511110
8.1302347398,17.7991139040,499.8052833620,707.4668100490,1232.0637223300
8.1343368665,11.4131644328,358.1570110720,566.0281427260,790.8224688010
8.1343368665,12.2061121521,374.8429724610,582.7141041150,845.7661153820
8.1343368665,12.5310025609,381.7796366780,589.6507683320,868.2778943630
8.1343368665,13.8517658943,410.5013401600,618.3724718150,959.7940839490
8.1343368665,19.7083621657,544.8544732140,752.7256048680,1365.5998488100
8.1373938444,19.6248792296,543.1170114780,751.1444132420,1360.8375453600
8.1413950017,15.5589663589,449.1385740640,657.3706003100,1079.9583637400
8.1463882784,7.4196620600,282.0013575850,490.4888877030,515.6356723960
8.1463882784,17.2810091438,488.9445141770,697.4320442960,1200.9583047800
8.1509432561,8.8671849802,308.4173719940,517.1381150410,616.9218126030
8.1562482930,6.5656154540,268.2923998680,477.2849228900,457.3881796430
8.1562482930,7.6567083260,286.6520086080,495.6445316300,533.3982637000
8.1562482930,8.7968033314,307.3852213360,516.3777443580,612.8220409170
8.1596927942,12.1843168196,375.9078987900,585.0769801940,849.5274522340
8.1632592893,3.4379785524,227.1608373370,436.5128088500,239.9158626530
8.1663667262,6.9436392127,275.0082380310,484.5196242680,484.9238256630
8.1663667262,7.4196620600,283.0720956710,492.5834819080,518.1678945300
8.1663667262,9.2143778267,315.8785920600,525.3899782970,643.5056905920
8.1663667262,11.1127133347,353.8045321070,563.3159183440,776.0799918680
8.1663667262,12.5320980477,383.7545221110,593.2659083480,875.2057448110
8.1663667262,13.4311334479,403.2755075720,612.7868938090,937.9917958010
8.1663667262,19.0826617736,532.5194970580,742.0308832960,1332.6783070900
8.1974414262,6.8653479437,275.3659820320,486.4748694800,483.1119887770
8.1974414262,8.9940621466,313.3955465710,524.5044340190,632.9088178050
8.2007002543,10.2404215793,337.9975883690,549.2743585220,721.1877320930
8.2007002543,16.0073112864,463.3703273930,674.6470975450,1127.3243424700
8.2007002543,16.2919434515,469.9086540560,681.1854242090,1147.3697306500
8.2007002543,19.2277041540,538.5421626600,749.8189328130,1354.1224103600
8.2065254395,6.8092941618,274.9256721970,486.5027004710,480.2300744630
8.2065254395,7.5197942497,286.9689908320,498.5460191060,530.3385735270
8.2065254395,9.4099366895,321.9021288930,533.4791571670,663.6421470040
8.2065254395,18.9316608100,531.9722645810,743.5492928550,1335.1681781600
8.2088114360,19.0826617736,535.7188648940,747.4137826950,1346.5675051900
8.2257642077,8.6796220619,309.0243372850,521.5945392700,615.0096716140
8.2257642077,10.5054536883,344.8021660110,557.3723679960,744.3821374900
8.2257642077,11.6912802736,369.4133899600,581.9835919450,828.4059364050
8.2257642077,14.3829456411,428.1765422830,640.7467442680,1019.1285533600
8.2257642077,14.5533746921,432.0052212830,644.5754232680,1031.2045992900
8.2328088573,5.5448074292,256.7254900110,469.6599435830,393.5601800350
8.2361944896,0.2898043675,213.2415074520,426.3511299160,20.5866997809
8.2361944896,4.7170028019,245.5855128290,458.6951352920,335.0795620930
8.2361944896,6.3167593751,268.5700577320,481.6796801960,448.7207352050
8.2361944896,11.9962301627,376.5151637480,589.6247862120,852.1706936520
8.2361944896,14.0581527790,421.5813368090,634.6909592730,998.6425437590
8.2393275612,8.2337124032,301.5090977370,514.7808860410,585.3395228700
8.2393275612,10.0651067635,336.6919241700,549.9637124730,715.5344396420
8.2393275612,15.1629772387,446.6894922810,659.9612805840,1077.9450905700
8.2394300719,16.1393309925,469.0577078530,682.3348030880,1147.3832110400
8.2456825107,0.0521219895,213.6051733080,427.2060792740,3.7111013893
8.2456825107,4.5440119619,243.8875893760,457.4884953410,323.5350239280
8.2456825107,4.8159789316,247.3648705830,460.9657765490,342.8991543030
8.2456825107,6.2386216439,267.8484014090,481.4493073750,444.1917450350
8.2456825107,7.9060186296,295.9209855620,509.5218915270,562.9109139560
8.2456825107,9.8049683356,331.8705578500,545.4714638160,698.1167064810
8.2456825107,14.7053449763,436.7348970460,650.3358030110,1047.0250031500
8.2456825107,18.5688222845,526.3108819780,739.9117879430,1322.1057542300
8.2577804887,10.7010282067,350.6597983160,564.8879500620,764.1538315010
8.2577804887,17.2106913744,495.2240156680,709.4521674140,1229.0048678000
8.2638355849,11.1575370241,360.4660298620,575.0084664560,797.9217265100
8.2743630131,16.2541366630,474.1175893160,689.2069919530,1165.3641817500
8.2758901633,1.9550638189,221.0913120280,436.2601175450,140.2229155430
8.2758901633,3.5326654481,233.9520653200,449.1208708380,253.3731349160
8.2758901633,4.6998845156,247.4451835660,462.6139890840,337.0895124290
8.2758901633,5.6076321684,259.9114111990,475.0802167170,402.1958384840
8.2758901633,6.3434699487,271.1060584210,486.2748639380,454.9722838970
8.2758901633,8.4472799992,307.4616890280,522.6304945460,605.8637157700
8.2758901633,8.4861401601,308.1842050350,523.3530105520,608.6508805690
8.2758901633,9.2033768209,321.7980045530,536.9668100700,660.0931990910
8.2758901633,12.7530867386,395.2703463420,610.4391518600,914.6888134050
8.2758901633,15.1192844357,448.1295461580,663.2983516760,1084.3994574400
8.2913418060,4.6637066848,247.7938964360,463.7669212380,335.7449465010
8.2913418060,5.9912004443,266.4558644980,482.4288893000,431.3125607150
8.2913418060,14.0581527790,425.1320780700,641.1051028710,1012.0605929400
8.3043818540,2.3750123206,225.3391306990,441.9920245330,171.5177640530
8.3043818540,10.7604136182,354.6080058940,571.2608997280,777.0915830770
8.3043818540,16.0393196326,471.2096336000,687.8625274340,1158.3216711800
8.3064555462,6.4809696220,274.9333613230,491.6944697140,468.2740529060
8.3064555462,13.0742533845,404.2135672410,620.9746756320,944.6632183380
8.3112862233,18.9336657240,539.9048678380,756.9181674030,1369.6190905400
8.3292193331,8.8671849802,318.3385481050,536.2893492250,644.2033567070
8.3315919704,0.9950767835,219.6248487040,437.6998371820,72.3337860296
8.3336288614,8.9687774558,320.5294596980,538.7110902840,652.2741632280
8.3338717224,11.9962301627,382.4337339940,600.6280813880,872.5032038460
8.3387680111,18.8513207151,540.0063707090,758.4571790610,1372.6954162400
8.3708313007,11.6407366896,377.0564059570,597.1903688210,854.1738327140
8.3758564519,6.7180687220,282.5335692520,502.9319117070,493.5504036140
8.3758564519,9.9671978457,342.5815381750,562.9798806310,732.2512947060
8.3758564519,14.9501174665,450.9228288530,671.3211713090,1098.3270363800
8.3965237664,10.1603465575,347.6899364130,569.1772807270,750.1293921080
8.3994636258,6.0147558740,272.6096193910,494.2520887690,444.3751148700
8.3994636258,9.0536050354,325.8840085920,547.5264779710,668.8877922770
8.4079033455,13.9241384407,429.6467694350,651.7348720530,1030.7951623000
8.4121469261,11.2135345727,370.4643045560,592.7766453860,830.9690399440
8.4309226733,8.4472799992,316.1086517440,539.4144936550,628.7756573630
8.4337909000,16.4249743784,489.2059025450,712.6637090170,1223.4295819900
8.4337909000,18.0869515697,528.7613105750,752.2191170480,1347.2235078500
8.4337909000,18.3702308118,535.5731613940,759.0309678670,1368.3238272000
8.4368419174,9.8866466665,344.4912072200,568.1107196170,736.9490356030
8.4368419174,16.0073112864,479.5993843280,703.2188967260,1193.1823815500
8.4368419174,18.7800118042,545.6896118200,769.3091242180,1399.8590274900
8.4379547268,6.4294242609,281.2120412250,504.8905478080,479.3746722910
8.4379547268,12.1014703494,391.0759204700,614.7544270530,902.2796050700
8.4410006546,6.2451281148,278.4436228280,502.2836452180,465.9698723510
8.4410006546,11.7438461500,383.5233929470,607.3634153370,876.2475950540
8.4410006546,12.4239817878,398.3079289780,622.1479513680,926.9947871880
8.4439389447,7.1337265741,293.2331551660,517.2290409260,532.6418009090
8.4439389447,12.6779090579,404.0792442670,628.0751300260,946.5998230010
8.4467552223,7.7902054544,304.9188513860,529.0641791980,582.0460517650
8.4468191948,10.6180072812,360.0469633760,584.1956863870,793.3375909950
8.4514987741,14.1145013338,436.8025828730,661.1997336650,1055.7512947200
8.4542374678,16.9226028290,502.4281766390,726.9707820200,1266.6151096900
8.4675613365,19.6691275200,569.6564503890,794.9073712650,1476.8296955700
8.4714202110,16.8563475259,502.0777239470,727.5339962980,1266.7897595500
8.4889883774,16.7832414791,501.5889610320,727.9813126340,1266.5325019900
8.4907454897,1.1209970904,228.4514712040,454.9375531650,84.6300796324
8.4907454897,4.1008922197,251.5192251540,478.0053071150,309.5983371310
8.4907454897,6.9436392127,292.5775075930,519.0635895540,524.2125466130
8.4907454897,19.0266938596,555.7692440790,782.2553260400,1436.4271149800
8.4989029861,4.4113986494,255.6689395530,482.5904242500,333.6803770370
8.4989029861,18.0059359306,531.6236111950,758.5450958910,1361.9779049100
8.5126372839,6.8448116197,292.1219186440,519.7774099510,519.4196507260
8.5232448664,15.2056088462,466.7549371650,694.9781441910,1156.7576052200
8.5249061224,12.6723700541,409.0368114880,637.3489926350,964.4188157870
8.5249061224,14.1673097732,442.8209525170,671.1331336640,1078.1897984400
8.5249061224,17.8932453123,530.8215844460,759.1337655930,1361.7486216800
8.5357216832,9.6331221935,345.1383063850,574.0301750180,734.9811132100
8.5357216832,19.0772075109,560.4419476640,789.3338162970,1455.5392251500
8.5357216832,19.6453144865,574.3814006640,803.2732692970,1498.8842475700
8.5459761082,1.4253420389,232.6114996630,462.0536590550,109.0111850950
8.5543528053,6.3403182506,286.1532751250,516.0454496800,485.8631833360
8.5543528053,7.1626529224,299.8387631110,529.7309376660,548.8792853050
8.5543528053,8.8080005575,329.9719043250,559.8640788800,674.9634672150
8.5543528053,12.2821531968,402.2429240800,632.1350986350,941.1903022070
8.5543528053,15.0624773442,465.5191933680,695.4113679230,1154.2485569500
8.5695238870,0.5568954165,231.1949635440,461.9032853330,42.8268023169
8.5812024486,17.9934686879,537.4190019880,768.7565716340,1387.5217719200
8.5816707781,4.3332653792,259.1850929340,490.5479143260,334.1855013260
8.5881537053,3.0757157426,246.1241180820,477.8366324180,237.5606093640
8.5899301891,18.1700186516,542.3704808000,774.1788658260,1403.9875598400
8.5978160094,2.9955883338,245.9261891350,478.1603839850,231.8926816010
8.5978160094,12.2061121521,403.2778490070,635.5120438570,944.8922092940
8.5978160094,18.9622175502,562.3758039620,794.6099988120,1467.8917751200
8.6031072906,6.0147558740,283.7120410070,516.2321676710,466.1839325550
8.6031072906,8.5085468500,327.0309370270,559.5510636910,659.4694637600
8.6031072906,9.6331221935,349.0735169320,581.5936435970,746.6315975320
8.6031072906,12.2061121521,403.6084064200,636.1285330840,946.0555812260
8.6031072906,12.4955363630,410.0270220340,642.5471486980,968.4878992870
8.6241844290,6.3167593751,289.6337952640,523.2946405400,491.9931116620
8.6241844290,6.5657109798,293.6698330180,527.3306782940,511.3831924580
8.6241844290,10.8725279993,375.9958016200,609.6566468960,846.8280275340
8.6241844290,13.2348537041,427.9925155410,661.6533608180,1030.8223678700
8.6241844290,13.3157306878,429.8300579730,663.4909032490,1037.1216293300
8.6277458345,13.9044697647,443.5371706020,677.3910388450,1083.8713467900
8.6298365419,1.8118106024,239.0680034270,473.0352220780,141.3014291180
8.6318614793,11.4810779558,389.5196781870,623.5967076230,895.8188742060
8.6320776905,5.4471627741,276.8002329470,510.8889888700,425.0398523700
8.6320776905,6.9953582468,301.3053856000,535.3941415240,545.8449030810
8.6320776905,11.6613794079,393.4520523590,627.5408082830,909.9325993190
8.6400164797,18.3197638478,549.7888828970,784.3084124810,1432.1141332200
8.6445750057,18.3569919497,551.0462904270,785.8133531940,1436.5390270900
8.6537128820,10.5054536883,370.0266391810,605.2902922910,823.8504707650
8.6537128820,17.8932453123,540.3574230490,775.6210761590,1403.2100860600
8.6541901383,11.6912802736,395.4710350730,630.7606386970,916.9455671400
8.6541901383,12.6314028318,416.2928620680,651.5824656920,990.6792551690
8.6541901383,19.9199284892,590.4846055760,825.7742092000,1562.3173594800
8.6581881059,3.0419643144,249.6196406880,485.1266875330,238.8013440990
8.6581881059,19.6871281134,584.9987445830,820.5057914280,1545.4858009500
8.6623952113,1.2999337266,238.3755701980,474.1115433880,102.1470473720
8.6623952113,15.3878976197,480.5548589780,716.2908321690,1209.1603402500
8.6623952113,17.8492332519,539.9246875460,775.6606607370,1402.5687904500
8.6674899509,2.4706557591,245.4144713120,481.4278196520,194.3692461000
8.6764439189,4.1579307170,262.2554848120,498.7567131610,327.7852406500
8.6764439189,4.5857573788,267.5019729730,504.0032013220,361.5124176630
8.6764439189,5.4174549251,278.8166503340,515.3178786830,427.0782481040
8.6764439189,10.9696981269,381.2349121410,617.7361404900,864.7823605430
8.6764439189,12.2061121521,408.2038400220,644.7050683710,962.2535057780
8.6764439189,13.8520500035,445.5303853190,682.0316136680,1092.0089470000
8.6764439189,16.3924633509,505.5530981780,742.0543265270,1292.2792393800
8.6764439189,19.0896544415,571.5677147950,808.0689431450,1504.9089080600
8.6821959674,3.7729093450,258.2086054810,495.0235147500,297.8270614050
8.6853586504,7.6782194468,316.3165596480,553.3040305370,606.5472692060
8.6853586504,8.7968033314,337.3079643780,574.2954352670,694.9107244690
8.6853586504,16.3036412542,504.0460916440,741.0335625320,1287.9195690400
8.6870165349,0.5272062405,237.5141490730,474.5921022060,41.6629921229
8.6971430474,16.8103740443,517.1384623300,754.7694642900,1331.5553424900
8.7006266968,17.8598896125,543.0265655670,780.8479723240,1415.8213573900
8.7069873366,10.2080956056,367.0070084560,605.1762635450,810.4181754190
8.7219914229,1.2876883341,241.5813619750,480.5721620840,102.5818884220
8.7219914229,4.9452026118,274.7320974370,513.7228975450,393.9526429660
8.7219914229,17.9707269082,547.3472584870,786.3380585960,1431.6128007700
8.7376638077,16.7898850035,519.5609340590,759.4113820970,1342.3538135300
8.7376638077,19.3114772250,581.8401793830,821.6906274220,1543.9554882300
8.7451997673,10.6180072812,377.9234252480,618.1877786010,850.3762177670
8.7460209749,7.1968078926,311.2085985610,551.5180775130,576.4870515970
8.7538850162,3.7305140606,261.6907152750,502.4325401540,299.3635875600
8.7538850162,10.8805796927,384.0497813110,624.7916061900,873.1368703210
8.7538850162,12.5607968367,421.0496696140,661.7914944920,1007.9697174600
8.7538850162,15.6319314314,492.7140676860,733.4558925650,1254.4198997300
